theni_tamil,normal_tamil
யாரையும் ஒங்கப் பேச்சால நோகடிக்காதீங்கப்பா,யாரையும் காயப்படுத்தாதீங்க உங்க பேச்சால
மன்னிப்பாக் கேக்குறது பெரிய மனசுப்பா,மன்னிப்பா கேட்கிறது பெரிய விஷயம்
தப்பா செஞ்சாச் சரின்னு ஏத்துக்கோங்கப்பா,தவறு செஞ்சா ஒத்துக்கோங்க
இனிமே இப்படி ஆகாமப் பாத்துக்கோங்கப்பா,இனிமே இப்படி நடக்காம பாத்துக்கோங்க
சரிப்பா நான் கெளம்புறேன் நேரமாயிருச்சு,சரி நான் கிளம்புறேன் லேட் ஆகுது
பத்திரமாப் போயிட்டு ஒரு சேதி அனுப்பாங்கப்பா,பத்திரமா போயிட்டு வந்து மெசேஜ் பண்ணுங்க
வர்றேம்ப்பா நல்லாத் தூங்குங்க,பாய் குட் நைட்
நாளைக்கு கால்ல பேசுவோம்ப்பா,நாளைக்கு காலைல பேசுவோம்
இந்தக் காகிதத்தைக் கொஞ்சம் பாருங்கப்பா,இந்த பைலை கொஞ்சம் செக் பண்ணுங்க
மெயில் அனுப்பிட்டேம்ப்பா பாருங்க,மெயில் அனுப்பிட்டேன் பாருங்க
